Tweets	partition	Topics
rt watching map improve team editing nepal live via	train	11
thought baja california time hurricane odile batter mexico via	train	4
microsoft offer free skype call nepal facebook donates million	test	11
pakistan rice production set decline due flood price may surge oryza	train	7
traumatized still home scared uncertain	train	11
rt child desperate need vital aid including clean water shelter amp sanitation	train	11
rt arabian peninsula symptom best call health care provider let know arra	train	6
could spread annual pilgrimage official via	train	6
hashtags keep handy stay safe know hashtags	train	8
rt proud friend actually going nepal actively helping let u bit visit htt	train	11
ebola virus disease update west africa august total new case ebola virus	train	9
rt ummah welfare trust providing cooked food flood hit punjab	train	7
rt state govt completely missing action since flood ravaged kashmir local furious govt apathy response far worse	train	7
rt center upgrade level flood alert eastern	dev	5
please people affected los cabos	train	4
ya allah help brother facing dreadful flood	train	7
rt en iquique encienden barricadas para protestar por la falta de ayuda tras el terremoto	train	2
resident float street flood water	train	5
vanuatu leader say deadly cyclone wiped development south pacific island video deadly cyclone carves path destruction	train	10
rt pm today typhoon located km east southeast catarman northern samar	train	8
aid desperately needed aid worker try reach remote place	train	10
rt evidence camel human transmission coronavirus	train	6
rt govt bought system warn citizen impending tsunami last night saved life	train	3
napa earthquake hundred hurt dozen building condemned jolt bennington banner	test	1
nasa terra satellite catch fast developing tropical storm hagupit space ref press release	train	8
rt hay muertos por infarto en chile bue boludos se mueren por el tsunami ni el terremoto pero se mueren solo c	train	2
powerful quake kill nearly people nepal toll expected rise	train	11
rt hurricane odile cause extensive damage home hotel business baja california	test	4
rt nepal need help please text redcross give relief visit donate	train	11
rt sight flag make heart sink v trigger avalanche near everest base camp	train	11
rt time hunker could get bumpy stay safe everyone track typhoon	train	8
real question bath bond bubble bar use	train	9
nepal earthquake death toll exceeds rolling report rolling coverage development himalayan nation	test	11
rt rotaract karsaz initiating fund raising drive earthquake also fundraiser song night thi	train	0
tras el terremoto que dejo muertos en chile fue cancelada la alerta de tsunami el ministro del interior chileno informo que la al	dev	2
rt aid agency predicts death toll rise tropical cyclone pam killer	train	10
rt lasallians dorm condo make sure stock food essential week preparation sta	train	8
faltaron ma muertos para que el gobierno de este puto pais no pesque aqui estamos disfrazando de terrorismo la necesidad	train	2
ebola hearing detail real risk deadly disease hitting	train	9
hundred die many trapped nepal earthquake	train	11
new formed deadly quake ft	train	0
suman cinco muertos por terremoto en chile santiago chile de abril un poderoso terre	train	2
rt california gov jerry brown declares state emergency following magnitude earthquake	train	1
seen pic vanuatu body bag back ute casualty let u hope stay low	dev	10
irony obama family pakistani family killed obama drone	train	0
rt using firewood main crematorium funeral pyre burning day night	train	11
international rescue team way nepal	dev	11
rt doctor exposed florida case canada symptom	train	6
many dead nepal india flood link	train	5
rt jammu kashmir govt deaf flood alert	train	7
rt dey crazy hell nooooo slap ebola patient	train	9
number lost nepal earthquake climb	train	11
good afternoon due damage sustained office headquarters remain closed least end week	train	4
rt pm modi writes pakistan pm offer help flood victim pok	train	7
rt unisdr typhoon disaster risk reduction situation report	train	8
rt alcalde soria tenemos muertos de ningun tipo podria explicarnos el sr alcalde cuantos tipos de muertos existen	dev	2
prankster record first minute deadly nepal earthquake saturday nepali prankster sho	train	11
venice east jammu kashmir flood rage jhelum submerges paradise via	dev	7
rt immature message brainless time crisis expect better murder	train	11
tell sent expat since survived uma last big cyclone	train	10
new post cyclone pam leaf devastation vanuatu confirmed killed	dev	10
rt update chile lifted tsunami alert magnitude confirms h	train	3
virus question answered center disease control cdc source national institute	train	9
rt hurricane odile strengthened hurricane warning issued southern baja california http	train	4
award typhoon visiting country philippine would hundred award true	train	8
nano silver nigeria potential ebola treatment unlikely work gtnews	train	9
camino lurin probando la trucker	train	3
rt killed including sleep landslide hit india	train	5
team keeping eye hurricane keep posted possible way help stay tuned	test	4
large fire burning tuesday night south border	dev	3
ecuador ofrece ayuda chile tras terremoto	train	2
rt tsunami terremoto en chile chile pidiendo ayuda argentina fecha de hoy de abril ironia en estado p	train	2
brother pakistan need metro bus train pakistan need dam please make dam save pakistan flood	train	7
q amp w corruption permanent stain soul	train	9
life short uncertain mother nature mercy	train	11
rt away gaze camera worker yeoman service providing relief material quake hit	train	11
rt sad hear news kashmir flood situation hope thing get controlled soon pray almighty save	train	7
rt hope friend loved one okay earthquake coast chile	train	3
rt police recaptured escaped female prisoner	train	3
rt cyclone nathan intensify bom	train	10
psychic told would know world	train	3
rt cdc worked w amp partner since better understand virus specific treatment cure	dev	6
ebola infected american show sign recovery experimental cocktail	train	9
flooding nepal india kill least people still missing weather channel	train	5
wow get twitter two amazing thing happen dr series premier earthquake happens california	dev	1
imam tell congregation watch severe headache addition respiratory symptom	train	6
venezuela que la parta un rayo rt chile recibe solidaridad ayuda por el terremoto tambien elogios	train	2
ebola fg withdraws approval nano silva treatment minister health prof onyebuchi chukwu	train	9
connecting pam amp access solution give control amp audit access whole new way	train	10
rt buy napa valley wine winery lost lot earthquake buying help rebuild great idea	train	1
rt ebola treatment african needed still need	test	9
advisory due earthquake	dev	3
flood india pakistan economist blog economist blog flood india pakistanthe economis	train	7
rt punjab govt reject r million cheque offered kpk govt flood affectees reveals kpk minister	test	7
pam bottle creative amp ashamed say get way done lol	train	10
wtf mers disease	train	6
ww utc km nnw geyser n w sr depth km	train	0
rt join facebook group member get share critical information	train	8
flood leave thousand trapped divided territory kashmir	train	7
rt sending love prayer family people died absolute tragedy	train	11
please consider donating care save child yeoman work	train	10
rt pmln govt responsible drowning people flood punjab say	train	7
rt click philippine violent super typhoon ht	test	8
live nepal quake toll could reach say pm koirala	test	11
rt latest vanuatu cyclone damage	train	10
rt lord please shower love comfort protection nepal difficult period	train	11
new mb offshore tarapaca chile magnitude mb region offshore tarapaca chile date time	train	3
rt detached reality faced flood lecturing democracy detachment st sign	train	7
rt update landfall expected pm dolores e samar still strong typhoon	train	8
rt usa score aftershock napa earthquake felt way usa official warned	train	1
weatherman talking mezo cyclone headed way another tour date mean blowing	train	10
rt magnitude earthquake occurred mi ne north tustin california detail map	train	1
aid effort stepped monster vanuatu cyclone suva fiji afp cyclone devastated vanuatu declared	dev	10
many dead nepal india flood bbc news bbc newsmany dead nepal india floodsbbc newsat least	train	5
question answer aftershock magnitude northern california quake	train	1
little tuijan family live tent give help	train	11
rt flood relief kashmir nonprofit	train	7
thousand missing kashmir flood killed people	train	7
rt fracturing harmony among province punjab govt reject r million offered kpk govt flood	train	7
rt w highly contagious disease come door every day ready respond	train	9
rt talk dirty jason derulo	train	8
rt seis muertos mile de evacuados por el terremoto en chile	test	2
rt support must go see help via	train	10
ontario hospital treat patient ebola like symptom hospital ontario ca via	train	9
video returning typhoon hit home people displaced typhoon hagupit philippine return	train	8
rt call v headline news	test	8
latest delhi govt send food packet drinking water nepal zee news ndtvdelhi govt se	train	11
rt person contact indiana mers patient positive virus symptom alex cukanatlanta may upi	train	6
pls help jammu flood victim medium n cm helping kashmir people rather jammu face	train	7
india southwest monsoon daily flood situation report summary important event	test	5
aumentan la muertes por terremoto en chile video	train	2
rt willie brown present napa valley unified school district check assist effort reco	train	1
rt ojo cuidado cc	train	2
rt en corazon llenito de orgullo	train	2
rt wave measuring almost hit northern coast chile magnitude earthquake	train	3
rt visualised compare infectious disease	dev	9
earthquake nepal awful	train	11
photo video interview cabo hurricane odile sends resident tourist shelter make	train	4
rt update nn stranded due passenger vessel rolling cargo motor bancas ca	train	8
rt formed made rescue jesus name amen	train	11
manana la frente inacap paseo caballos alimentonoperecible rt	dev	2
rt like bomb gone centre town colleague say countless home torn apart community	train	10
rt traveler arabian peninsula protect amp know symptom seek care	train	6
flood claim life odisha l p	train	5
jawbone data show many people woke sunday napa earthquake verge	train	1
rt terremoto en chile deja muertos millon de evacuados reclusas fugadas alerta de tsunami	train	2
rt todo lo q e destruido pero con el corazon tremendamente feliz un exito la primera etapa de ayuda p los pescadores	train	2
rt pagasa hagupit wind generate wave meter	train	8
mers health advisory sign dia request center disease control prevention	train	6
pakistan flood taken money making opportunity ruler previous work done paper made	train	7
rt ihh establish relief camp flood victim sialkot narowal jhang muzaffargarh	dev	7
news update napa ca clean continues napa california earthquake	test	1
rt whaa frieden confirms amber vinson called cdc boarding plane denies id symptom despite report	train	9
saudi kiss camel defiance mers warning disease dumbness	train	6
please pam tell like like tht stfu	train	10
rt thought people vanuatu amp staff amazing job	train	10
category cyclone know cyclone pam hit new zealand upper region bad pam island	train	10
rt latest image indian aircraft leaving hindon base	test	11
rt praying affected major earthquake strong aftershock hour ago	dev	0
rt kalighat prayed u deepest prayer life nepal courage endure heal n find peace ht	train	11
holidaymaker take shelter battered hurricane via	train	4
terremoto haiti muertos de magnitud terremoto iquique ayer muertos de magnitud solo prevencion	test	2
indian pakistani troop aid flood stranded people	train	7
rt oremos dios para que no haga sus instrumentos de ayuda	train	2
least killed rapti ganga express ram autorickshaw bihar le	train	5
rt life may saved govt prepared people instead funding animal sacrifice ht	dev	11
rt brother organization study aid foundation excellence help needy student	test	0
story flood leave nearly dead score missing via	dev	5
favorite surf shop got nailed hurricane day number eight cabo helping	train	4
para ver como usted puede ayudar los afectados por el terremoto de magnitud en chile	dev	2
real madrid v borussia dortmund	train	3
vanuatu president speaks devastation cyclone pam vanuatu president heading home japan disaster	dev	10
breaking magnitude earthquake struck chile northern coast wednesday night triggering tsunami	train	3
n fear worst typhoon batter vanuatu	train	10
rt nepalese civil society far biggest responder largely ignored internationa	test	11
rt st delegation personnel shah satnam ji green welfare force wing nepal tomorrow	train	11
staff sonapa sends thought friend napa valley	train	1
pray nepal reported dead big earthquake praying international student far family	train	11
n california earthquake damage could reach b northern california cleaning one day suffering	train	1
people flee magnitude earthquake strike northern chile city along chile pacific coast evacua	train	3
chile hdp todos los voy matar todos	train	2
election manoeuvre nepal appeal latest manoeuvre general election campaign aftermath	train	11
argentina aportara electricidad chile ante situacion por terremoto la mandataria reitero la solidaridad del	train	2
rt muntinlupa class tom december level private public school due jejemons control	test	8
recently read news awful support people nepal prayer	train	11
rt israel leading ebola expert could eradicate disease whe u military investing via	train	9
rt miss big bubby find soon	train	11
class work level still suspended tomorrow december	train	8
rt resident fled home sleep open street iquique powerful measu	train	3
rt brother dr ismael showing great progress within treatment hopefully coming hour bring u	train	6
rt se viene un chile ayuda chile	train	2
cabo relief aid sent address san diego thank	train	4
monsoon kill hundred india nepal dozen people killed f	train	5
embassy india kathmandu control room number	train	11
rt kathmandu welcomed year ago warm inviting community brilliant history beautiful country prayer recovery	train	11
rt celebs raise fund victim survived thank army pray relief	train	7
rt first official report camel gt human transmission published last november	train	6
rt chilean official say two people dead three seriously injured following massive earthquake coast	train	3
rt latest monsoon flood nepal india death	dev	5
rt week issue paper contributing available evidence base detection transmission path http	train	6
seis muertos en chile por terremoto el ministro chileno del interior rodrigo penailillo confirmo	train	2
northern california rattled magnitude earthquake governor	train	1
sorry tweeting guy really busy cyclone around super scared	train	10
rt death climb india nepal flood via	dev	5
tired asf mom pick late compton	train	5
mt report source un led ops platform	train	10
ebola avoided kenya far story disease opinion	dev	9
rt send relief good victim	train	0
people thought died ten thousand left homeless devastating flood pakistan	train	7
rt update people treated injury aftermath strong	test	1
big napa rank among california quake	train	1
rt pacific tsunami warning center lift tsunami warning watch chile latin american country	train	3
internacional suman los muertos en chile por terremoto	train	2
dead thousand stranded travel tourism nepal come	test	5
rt magnitude mi la verne ca united state	train	0
rt sun eye move directly island tanna	train	10
ebola virus disease	train	9
flood fury north india dozen killed lakh affected heavy monsoon rain creat	train	5
rt second nurse got ebola flew day symptom happened observation handling	train	9
help nepal charity delivering critical support nepal earthquake victim	train	11
flood fury death roll reach hundred still missing rising kashmir	train	7
rt delighted r worker reached nepal help let u stop doubting either nationalism spirit	train	11
part chilean country need prayer right	train	3
rt m basu nepal hell even earthquake natural disaster http	train	11
three people killed drone strike north	test	0
explosion damage pm hear local people landed phl quake zone california	train	1
rt con este logo realizara campana para ir en ayuda del norte de afectado por el	train	2
simulation spread v id quickly ebola spread compared disease via	train	9
cyclone terror flying boat crash australian holiday vanuatu australian survived killer cyclone	train	10
rt chinese leader send condolence nepal quake rescue team way	train	11
tsunami advisory hawaii tsunami advisory continues effect state hawaii earthquake occ	train	3
rt vecinos de varios sectores se quejan por el poco apoyo de la autoridades parece que la ayuda e solo para la	train	2
rt shameless pig didnot even condemn kashmir flood eye bjp forming govt delhi fuck	train	7
rt tagged pam calum philippine summer	train	10
india diarrhoea fever death reported chhattisgarh punjab telangana uttarakhand amp uttar pradesh india forum	dev	5
rt rt health care worker exposed mers patient flu like symptom doctor sure	train	6
life threatening strongest record hurricane odile make landfall mexico major damage reporte	train	4
rt follow please lovee salut	train	3
rt mr vaccine oughtta know spread slower fatal disease	train	9
rt armed force leaving stone unturned rescue people stranded flood hit jammu amp kashmir	train	7
death climb india nepal flood death toll flash flood landslide western nepal	train	5
rt lawrence bahor survived vanuatu please read amazing story amp donate	train	10
ig jeremyhumilde score killed flooding nepal india home damaged	train	5
death toll climb six chile earthquake	train	3
old one best especially done pam ayres	train	10
personnel providing relief people killed half million injured dg	train	0
jammu kashmir flood pm modi asks official ramp relief ops	train	7
police indian kashmir collect body floating worst flood year authority indian kashmir colle	train	7
spent hour floating inner tube street w splashed fun af	train	5
rt ofrece ayuda chile tras terremoto via	train	2
question rt sequence data virus clear answer cdc imagine sequencing	train	6
dead flood wash away home nepal india ap news	train	5
rt socal woman cabo share experience hurricane odile photo damage eyewitness news pm	train	4
rt india wipe tear nepal help tide crisis pm modi mann ki baat	train	11
rt r cadre leaving relief effort nepal thing medium looking	train	11
rt afd blog update transmission risk animal human	train	6
rt twitter praying major damage	train	11
napa earthquake small business lacking insurance hit hard got get insurance	train	1
facebook twitter apple appeal user contribute nepal earthquake relief	dev	11
gulfnews news u report third case potential mers virus one two showed symptom	train	6
rt update soldier busy rescue strength grow late morning death	train	0
solo muertos para la proxima espero que mueran minimo la mitad de los indios que hay alla	dev	2
rt napa earthquake woke local half san francisco according data jawbone	train	1
check loved one impacted contact state department overseas citizen service	train	4
tech news u mers case spread disease contact first onward spread north america via	train	6
rt nd nurse come emory treatment detail arrival	train	9
dispatched medicine consignment flood effected area jammu division	train	7
prayer tibetan nepalese died affected terrible earthquake nepal	test	11
mers next thing scared folk unlike bird flu mad cow disease one get	train	6
rt depressed sad learn member family killed today peshawar	train	0
prediction time concern troll start telling african american stop complaining least n nepal	train	11
rt hit magnitude usgs	train	0
medium telling vanuatu disaster	train	10
rt nepal slaughtered cow november human casualty nepal approx cow life human	dev	11
live chile earthquake great lesson say official zee news	train	3
rt pray best prepare worst	train	3
rt icymi dead say red cross exec	dev	8
rt ever see movie contagion factory farm spread deadly disease end scene htt	test	6
rt breaking death toll nepal earthquake surpasses injured home ministry	dev	11
rt canada boost aid nepal death toll surpasses	dev	11
guerra en ucrania disputa protestas muertes en venezula ahora terremoto en chile con riesgo de tsunami que esta pasando	train	2
drive home cr always quicker way swear	train	5
earthquake recorded napa california wine country friend husband lucky	train	1
rt power communication tomorrow sure	train	8
earthquake rock northern california	train	1
photo historic monument ruined nepal quake death toll nepal last weekend	train	11
canada allow emergency use tekmira ebola treatment reuters canadian drugmaker tekmira	train	9
rt pic prayer held pakka qila lal qila ground	train	0
mother still awaits news daughter missing cyclone pam	train	10
good show humanity contributing pm national relief fund meant drought flood rail amp road fire accident victim india	train	5
letyouknow california begin quake clear worker ass damage begin clear	train	1
get volunteer moradabad india allowing	train	5
nevada september gmt	train	0
liked video bat transmit many disease like ebola	test	9
rt california usa rancho cucamonga breaking news earthquake powerful earthquake slam san francisco	train	1
rt c globemaster iii aircraft passenger board scheduled arrive palam	test	11
rt many dead nepal india flood	test	5
cyclone pam displaces kill vanuatu united nation	train	10
repurposing clinically developed drug treatment middle east respiratory coronavirus infection	train	6
rt keep god thought sure peace whole situation	train	3
cdc mers frequently asked question st case found usa may	train	6
rt well cm punjab met coas twice day cm kp gone give donation flood way	train	7
rt map showing tropical storm hagupit slowly churned across philippine	train	8
rt team heading nepal ml	train	11
rt military relief group still trying reach area hit dead expected	train	0
grown deal grown issue like banking doctor appointment stressful	train	5
possible richter scale wow god time	train	3
damage california quake could top billion via	dev	1
rt bad day magnitude earthquake aftershock	train	3
keep safe everyone	train	8
rt napa earthquake yesterday early morning earthquake napa valley detected b	train	1
rt infographic sign symptom prevention method need know	train	6
many dead amp india flood	train	5
recolectan ayudas para damnificados de terremoto en chile via apoyo rt rt rt	train	2
followme gt northern california rocked magnitude earthquake fox news f followme gt	train	1
saudi announce new mers death new fatality bring total death since disease appeared	train	6
rt moment silent chile	train	3
rt hey pam yeah forgot day interview drove new york accidentally like three hour late	train	10
van seis muertos ma de replica tras terremoto en chile	train	2
rt plz rt updated list emergency contact	train	11
earthquake tsunami everything time	train	3
goodness saw picture flood kashmir worst yet come plain subcontinent ya allah reham	train	7
weather update gloomy	train	8
rt earthquake km wsw iquique chile apr epicenter ago depth km	train	3
rt year old boy found alive rubble day	train	11
ebola prison compound inmate death raise new question	test	9
rt thought community amp emergency responder battling	train	8
south pacific cyclone kill dozen un relief agency say report death	train	10
evidence ebola drug work outbreak continues spread center disease control	train	9
rt goosebump kashmiri woman recites quran flood water reach second floor house	train	7
new disease called mers lol mers middle east go figure	dev	6
usgs report km manley hot spring alaska utc	train	0
story vanuatu look like	train	10
rt toi edit page digging rubble national reconstruction nepal requires constitution amp local election ht	train	11
friend paco ground taking amazing pic damage caused find	train	4
rt send relief good victim	train	0
rt prime minister narendra modi visit flood stricken kashmir region death toll rise	train	7
frequently asked question middle east respiratory syndrome coronavirus merscov may	test	6
let u pray go away soon keep safe everyone	train	8
rt seis muertos casi millon de evacuados por el sismo en	train	2
earthquake hit chile last night tsunami warning right please prayer god people	train	3
want kashmiri army democratic people republic kashmir refuse acknowledge alien flood flood oh well	train	7
middle east respiratory syndrome coronavirus spotted indiana reading disease earlier week bueno die	train	6
rt please share flyer everyone rt set foundation honor mom goal	train	5
head someone lost everything help	train	4
ojala pase mayores ma de lo que ya esta se sigan perdiendo gente ni muertes ni saqueos	train	2
updated class suspension tuesday december	train	8
rt sharif visiting flood victim g mercedes worth pakistan country blessed caring pm ht	train	7
rt hurricane odile impact devastating many local staff partner mexico help	dev	4
rt social medium pitch nepal quake aftermath	train	11
god bigger storm god bless philippine f amen	dev	8
arabia part become breeding ground	train	6
rt symptom include fever headache joint muscle pain followed vomiting diarrhea rash internal exter	train	9
rt make difference solidarity go long way find h	train	11
text pam donate	train	10
riot police battle contain crowd trying leave kathmandu	train	11
bers en chile efectivamente hubo tsunami derrumbe destruccion de viviendas gente desaparecida	train	2
nepalese dig bare hand earthquake survivor rescuer dug bare hand body piled nepal today	train	11
big earthquake tsunami warning chile beg please pray u worried	train	3
rt kick rescue operation hit area	dev	0
stay calm carry per disease w border number via	train	9
response appeal incredible watch latest appeal	train	11
rt first saudi case contracted disease bat expert	train	6
rt vanuatu president appeal international help leaf thousand displaced	train	10
australian raaf flight getting set deliver aid transport relief specialist	train	10
hundred dead nepal flood authority nepal neighbouring india sent food medical supply	dev	5
rt class tomorrow december monday suspended due per	dev	8
rt eden well epidemiologist u system control disease w	train	9
rt class level public private school cebu province tomorrow	train	8
flood become annual event pakistan dam built due politics india blamed everything always	train	7
skater make best napa earthquake shredding buckled street	test	1
nepal earthquake trigger everest avalanche climber risk time india	train	11
rt pagasa probability typhoon hagupit make landfall	train	8
govt enough say odisha india villager lost everything flood	train	5
rt derails law would privatize seed	train	3
blundered going warning adopt surrender strategy bbc	train	0
new patient arriving nepal medical college jorpati moment	train	11
rt called democrat flood earthquack relief used kill	train	7
hearing hand touching ad samsung gt gt timeline	train	10
rt developing tsunami warning effect chile peru ecuador watch effect colombia panama costa rica following	train	3
rt california quake cost bay area resident million hour sleepat least	train	1
rt digital crisis mapping team need help response detail	train	10
nepal india begin relief effort monsoon flood claim least life read	train	5
dozen feared dead cyclone strike pacific island nation	train	10
rt pam standby respond emergency supply personnel	train	10
rt aid worker vanuatu remote pentecost island suggests many crop destroyed	train	10
rt chief minister odisha naveen patnaik announces r crors assistance j amp k flood victim	train	7
rt right prayer nice nepal need help someone come place constantly get h	train	11
rt gov demonstrated commitment ensuring response coordinated amp well planned say rep	test	10
tomorrow serving pint strand amp el segundo brewing beer amp donating proceeds help affected hurricane odile	train	4
kashmir flood medical camp srinagar check water borne disease national disaster response force	test	7
climber stranded everest face race time nepal earthquake	train	11
wish flood hit state kashmir	train	7
rt typhoon hagupit howl central philippine via	train	8
twitter alert mexico helping population stay safe hurricane season canalar	train	4
list disease natural cure	train	6
rt incredible video show tsunami spread across pacific ocean following chile earthquake	train	3
amp dating rebelde	train	8
rt little food le optimism kathmandu tent city sprawling tent city kathmandu ratna park feel le	train	11
plz follow soukaina boukries	train	3
thousand flee hagupit nears philippine	train	8
rt hope peep chile okay	train	3
rt vodafone prepares launch emergency network backpack nepal kg mobile network set	train	11
rt earthquake amp tsunami effective regional cooperation amp preparedness save life	train	3
rt california gov jerry brown declared state emergency following magnitude earthquake	train	1
yikes suddenly feeling blessed cali long hit remember got give got le	train	3
rt aid team report devastation death vanuatu cyclone	train	10
rt expert say transmission ebola virus air possible gobe nla	train	9
chance valley tomorrow model show odile specific track amp worst area hit enters az later	train	4
km wsw healy alaska	train	0
question bringing people infected ebola virus right	train	9
latest humanitarian snapshot highlight flooding cambodia bangladesh nepal india	test	5
rt thousand die earthquake nepal one died police custody one story get	train	11
indian woman cross make shift bamboo bridge flood affected morigaon district assam state km	train	5
least dead flood rescue boat capsizes pakistan least dead flood rescue b	train	7
stay strong people chile god beside u keep hope faith side praying	dev	3
rt delhi fly rescue team medical supply amp relief material nepal	train	11
muertos mil evacuados tras sismo de en el march	dev	2
ebola tobacco drug join duckweed plant war disease bloomberg	train	9
eye storm pagasa get hagupit right	test	8
rt evacuation possible tsunami alert magnitude minute ago	train	3
rt prayer people al	train	0
resident flee ahead hagupit	train	8
rt update tropical cyclone forecast track map	train	10
rt poonch river serious flood azad jammu amp kashmir	train	7
sad moment nepal preying god save	train	11
rt napa earthquake unlikely affect price pinot noir	train	1
cyclone flattened landscape vanuatu outer island arizona daily star	train	10
rt difference btwn direct h h transmission via hospital setting eg virus sur	train	6
rt pls donate generously relief fund flood affectes pls rt	train	7
feeling beautiful people vanuatu recovery take long time	test	10
rt extremely heart wrecking learn people dead nepal may soul rest peace	dev	11
rt k child risk devastation please help respond	train	10
rt los cabos mexico need help food buy water electricity	train	4
vanuatu president cyclone appeal	dev	10
ebola prevention nigeria stop commercial driver carry three behind one reduce body contact	train	9
nepal award highest civilian award may many indian come value pm	train	11
rt people need help	train	0
look header hahah xx	train	3
save child team latin america sending status report following determining next step situation develops	train	3
rt one several bridge washed away flood india amp pakistan watch report	train	7
stranded kashmiri face disease outbreak historic flood	dev	7
little respect gt	train	3
rt groupon para ayudar la gente del norte todo sirve rt	train	2
rt go nawaz go slogan raised azadi kashmir pm addressing flood effected people	dev	7
rt cloud rainbow mayon volcano signal hoisted albay rain yet	train	8
rise morning smile rising sun	train	5
rt vinson advanced symptom though flight symptom contagious	train	9
rt historic sam kee laundry building damaged via	train	1
new estimated arrival time earthquake rock northern	train	3
rt nothing bigger prayer cf	train	8
previously unreported mers case raise tough question saudi arabia ctv news ctv news previously unreported	train	6
rt kiwi family worried aid worker cyclone hit vanuatu via	train	10
bbc news growing concern air transmission ebola	train	9
rt rt rt cure prevention existing ex	train	9
photo heavy rain whipping air calbayog wind pick philippine typhoon hagupi	train	8
many dead nepal india flood rescue helicopter deployed convey emergency supply	train	5
rt northern california dig historic earthquake	dev	1
rt recent example health amp digital work napa earthquake affected bay area sleeper	test	1
top story pakistan quake survivor face long wait aid awaran pakistan ten thousan	test	0
travel alert hurricane odile los cabos via lt lt sending good thought customer amp colleague sjd	train	4
rt u need get flu shot er like symptom give er break get shot	train	9
rt lakh still trapped centre asks list rescued	train	7
el trabajo de la mejor daniela lopez que conozco en pantalla grande	train	2
flood watch resident viewing video	train	5
rt breaking news coming pm liverpool exciting update france coming exciting great	train	5
rt know stop spreading w basic epi amp response find disease isolate patient trace monitor contact	train	9
leadership jigawa strengthens disease surveillance system following report spread ebola v	dev	9
rt usa earthquake rock california dozen injured video amp pic	dev	1
utter devastation found remote vanuatu island hit cyclone relief worker saw flattened landscape	train	10
rt another terrorism attack increasing patrolium price well electricity dare stand infront	train	0
kashmir flood cm akhilesh asks officer rescue people uttar pradesh chief minister akhilesh yadav tod	train	7
rt pres believe point airborne transmission bodily fluid hold virus become airb	train	9
hurricane odile timeline unprecedented cyclone leaf widespread damage cabo san lucas baja california	train	4
rt already america gt muslim tradition drinking camel urine spread mers disease globally walid shoebat	train	6
rt major mag earthquake struck coast chile sun uranus local midheaven squaring ju	train	3
rt update killed injured collision auto rickshaw amp passenger train motihari bihar	train	5
rt abc news reporting death unconfirmed	dev	10
big earthquake magnetic storm typhoon hagupit invades philippine news dec	train	8
rt nepal stay strong	dev	11
california skater turn quake damaged road playland	train	1
path hurricane odile amp destruction seen instagram	train	4
nobody immune ebola virus spread message prevention cure wash hand often possible	train	9
india pakistan tackle flood	train	7
rt breaking due problem landing kathmandu nepal rescue team delayed israel another	train	11
rt relief helpline operational http	train	7
researcher find potential treatment future ebola outbreak read	train	9
rt el helicoptero ayuda al catastro llevar gente ma rapido otros lugare	train	2
new sound two wrong pam rear	train	10
got night singing love song	train	5
problem earthquake north chile house people fine thanks much worry	train	3
find abstract doc	train	9
expect bill reilly tell u many life personally saved vanuatu typhoon weekend	train	10
advisory watch warning kmz hurricane odile ep ep	dev	4
rt south napa earthquake damage estimate could reach	dev	1
babar yaqoob chief secretary say never talked medium denying report death	train	0
rt quake jolt region	train	1
warning flash flood mudslide tropical storm odile batter mexico globe	train	4
teen crushed brick napa earthquake recount pain fear	train	1
rt staff brief pilgrim w info prevention prior departure lagos airport	dev	9
last year devastating prepares face	train	8
collection held friday earthquake nepal appeal would like buy emergency box cost	train	11
support emergency relief fund assist vanuatu community hit	train	10
worry thing every little thing going alright	dev	3
rt p class level entire metro manila suspended tomorrow december	train	8
video loved show loved pam love work kristin bauer van straten maleficent	train	10
rt fyi photo	test	8
world bank extends support nepal extending support earthquake hit nepal world bank president jim yong kim said global	train	11
text give nepal donate nepal earthquake relief fund take screenshot tag	train	11
thanklessly taking help flood calling kashmr occupied territory pakoccupiedkashmir shud vacated pak	train	7
rt new tsunami warning chile amp peru via magnitude upgraded	train	3
rt earthquake km wnw iquique chile apr epicenter ago depth km	test	3
thanks tuning right back update	train	11
rt ic small island created near gwadar rocked part western balochistan	train	0
rt breaking news tremor felt	train	0
rt resident kashmir flee rooftop flood hit	train	7
rt metro manila directly hit pass thru area still reeling last year bad e	train	8
rt queen shocked appalling loss life amp sends prayer victim buckingham palace	train	11
rt baba ramdev may emerge face non governmental relief work india nepal crisis	train	11
rt hogar de cristo caritas chile corporacion maria ayuda inician campana solidaria para victimas del terremoto	test	2
storm way landfall expected thursday team closely monitoring ready respond needed	train	8
rt let team india alone worry flood situation north east uttrakhand	train	5
flooding reminds monsoon season india	train	5
rt woman lied symptom possibly get faster emt response	train	9
rt ciaa govt amp people humanitarian mission rescue relief share relieve tear sorrow caused http	dev	11
rt napa earthquake woke many jawbone wearer via	train	1
waiting bae quit giving silent treatment like	train	9
rt latest destruction via photo	train	10
one way help odile victim	dev	4
baloch militant dick post earthquake relief state	train	0
question deadly middle eastern virus showed indiana mashable	train	6
rt fearless gorkha respect	train	11
rt hawaii tsunami alert chile quake via	train	3
dna defence force turn saviour flood hit kashmiri	train	7
rt si damos rt lo malo tambien demo rt lo bueno mucha gente ya esta en el norte de chile ayudando aportando su	train	2
rt iaf helicopter action srinagar flood relief operation j amp k	train	7
people smiling shelter place called sabang resident waiting	train	8
people rescued flood hit jammu kashmir far government people	test	7
